연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2010,스쿨존내어린이사고,1208,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1208,29,0.23,2,0.37,6.9,33,0.18
2010,고령보행사고,1208,26,0.3,2,0.21,7.69,24,0.3
2010,뺑소니사고,1208,34,0.29,4,1.48,11.76,57,0.3
2010,무면허사고,1208,40,0.45,4,1.03,10,54,0.41
2010,전체,1209,1272,0.57,19,0.35,1.49,1968,0.57
2010,어린이사고,1209,78,0.55,1,0.79,1.28,96,0.56
2010,노인사고,1209,107,0.41,2,0.11,1.87,120,0.44
2010,보행자사고,1209,336,0.67,6,0.29,1.79,348,0.68
2010,자전거사고,1209,6,0.23,0,0,0,6,0.22
2010,야간사고,1209,687,0.62,8,0.27,1.16,1085,0.62
2010,어린이보행사고,1209,39,0.59,0,0,0,39,0.58
2010,스쿨존내어린이사고,1209,9,1.23,0,0,0,9,1.18
2010,고령운전사고,1209,66,0.52,0,0,0,88,0.47
2010,고령보행사고,1209,59,0.67,2,0.21,3.39,59,0.74
2010,뺑소니사고,1209,83,0.71,1,0.37,1.2,132,0.7
2010,무면허사고,1209,61,0.69,1,0.26,1.64,82,0.62
2010,전체,1210,1102,0.49,21,0.39,1.91,1581,0.45
2010,어린이사고,1210,63,0.45,0,0,0,72,0.42
2010,노인사고,1210,80,0.31,2,0.11,2.5,79,0.29
2010,보행자사고,1210,341,0.68,10,0.48,2.93,345,0.68
2010,자전거사고,1210,4,0.15,1,1.37,25,3,0.11
2010,야간사고,1210,587,0.53,11,0.37,1.87,867,0.5
2010,어린이보행사고,1210,36,0.55,0,0,0,36,0.54
2010,스쿨존내어린이사고,1210,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1210,53,0.42,0,0,0,79,0.42
2010,고령보행사고,1210,42,0.48,2,0.21,4.76,40,0.5
2010,뺑소니사고,1210,40,0.34,1,0.37,2.5,54,0.29
2010,무면허사고,1210,39,0.44,5,1.29,12.82,53,0.4
2010,전체,1211,964,0.43,12,0.22,1.24,1401,0.4
2010,어린이사고,1211,52,0.37,0,0,0,61,0.36
2010,노인사고,1211,117,0.45,7,0.4,5.98,122,0.45
2010,보행자사고,1211,299,0.59,9,0.43,3.01,298,0.59
2010,자전거사고,1211,11,0.41,0,0,0,11,0.4
2010,야간사고,1211,450,0.4,7,0.23,1.56,655,0.38
2010,어린이보행사고,1211,28,0.42,0,0,0,29,0.43
2010,스쿨존내어린이사고,1211,1,0.14,0,0,0,2,0.26
2010,고령운전사고,1211,58,0.46,2,0.37,3.45,86,0.46
2010,고령보행사고,1211,63,0.72,6,0.62,9.52,57,0.72
2010,뺑소니사고,1211,61,0.52,0,0,0,94,0.5
2010,무면허사고,1211,36,0.41,1,0.26,2.78,51,0.38
2010,전체,1212,820,0.37,24,0.44,2.93,1388,0.4
2010,어린이사고,1212,36,0.26,1,0.79,2.78,41,0.24
2010,노인사고,1212,67,0.26,1,0.06,1.49,93,0.34
2010,보행자사고,1212,68,0.13,6,0.29,8.82,67,0.13
2010,자전거사고,1212,6,0.23,0,0,0,7,0.26
2010,야간사고,1212,296,0.27,13,0.43,4.39,503,0.29
2010,어린이보행사고,1212,10,0.15,1,1.27,10,9,0.13
2010,스쿨존내어린이사고,1212,3,0.41,0,0,0,3,0.39
2010,고령운전사고,1212,42,0.33,2,0.37,4.76,57,0.31
2010,고령보행사고,1212,7,0.08,1,0.1,14.29,6,0.08
2010,뺑소니사고,1212,34,0.29,0,0,0,50,0.27
2010,무면허사고,1212,41,0.46,4,1.03,9.76,63,0.47
2010,전체,1213,697,0.31,13,0.24,1.87,886,0.25
2010,어린이사고,1213,32,0.23,0,0,0,35,0.2
2010,노인사고,1213,82,0.32,9,0.51,10.98,76,0.28
2010,보행자사고,1213,242,0.48,8,0.38,3.31,243,0.48
2010,자전거사고,1213,7,0.26,1,1.37,14.29,6,0.22
2010,야간사고,1213,364,0.33,3,0.1,0.82,504,0.29
2010,어린이보행사고,1213,21,0.32,0,0,0,21,0.31
2010,스쿨존내어린이사고,1213,3,0.41,0,0,0,3,0.39
2010,고령운전사고,1213,25,0.2,1,0.18,4,28,0.15
2010,고령보행사고,1213,47,0.53,6,0.62,12.77,43,0.54
2010,뺑소니사고,1213,47,0.4,0,0,0,70,0.37
2010,무면허사고,1213,20,0.23,1,0.26,5,24,0.18
2010,전체,1214,726,0.32,5,0.09,0.69,1024,0.29
2010,어린이사고,1214,41,0.29,0,0,0,45,0.26
2010,노인사고,1214,70,0.27,2,0.11,2.86,71,0.26
2010,보행자사고,1214,206,0.41,2,0.1,0.97,207,0.41
2010,자전거사고,1214,7,0.26,0,0,0,7,0.26
2010,야간사고,1214,362,0.33,3,0.1,0.83,555,0.32
2010,어린이보행사고,1214,21,0.32,0,0,0,21,0.31
2010,스쿨존내어린이사고,1214,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1214,41,0.32,0,0,0,47,0.25
2010,고령보행사고,1214,39,0.44,2,0.21,5.13,38,0.48
2010,뺑소니사고,1214,26,0.22,0,0,0,42,0.22
2010,무면허사고,1214,14,0.16,0,0,0,27,0.2
2010,전체,1215,1304,0.58,19,0.35,1.46,1876,0.54
2010,어린이사고,1215,53,0.38,0,0,0,60,0.35
2010,노인사고,1215,94,0.36,3,0.17,3.19,104,0.38
2010,보행자사고,1215,313,0.62,7,0.34,2.24,324,0.64
2010,자전거사고,1215,30,1.13,2,2.74,6.67,29,1.06
2010,야간사고,1215,611,0.55,10,0.33,1.64,887,0.51
2010,어린이보행사고,1215,32,0.48,0,0,0,32,0.48
2010,스쿨존내어린이사고,1215,7,0.95,0,0,0,7,0.92
2010,고령운전사고,1215,66,0.52,2,0.37,3.03,106,0.57
2010,고령보행사고,1215,34,0.39,1,0.1,2.94,33,0.42
2010,뺑소니사고,1215,56,0.48,0,0,0,78,0.41
2010,무면허사고,1215,61,0.69,0,0,0,86,0.65
2010,전체,1216,437,0.2,17,0.31,3.89,769,0.22
2010,어린이사고,1216,28,0.2,0,0,0,34,0.2
2010,노인사고,1216,58,0.22,2,0.11,3.45,70,0.26
2010,보행자사고,1216,81,0.16,8,0.38,9.88,75,0.15
2010,자전거사고,1216,4,0.15,0,0,0,4,0.15
2010,야간사고,1216,187,0.17,8,0.27,4.28,332,0.19
2010,어린이보행사고,1216,10,0.15,0,0,0,10,0.15
2010,스쿨존내어린이사고,1216,1,0.14,0,0,0,1,0.13
2010,고령운전사고,1216,27,0.21,0,0,0,41,0.22
2010,고령보행사고,1216,21,0.24,2,0.21,9.52,19,0.24
2010,뺑소니사고,1216,33,0.28,1,0.37,3.03,55,0.29
2010,무면허사고,1216,20,0.23,1,0.26,5,39,0.29
2010,전체,1300,43963,19.38,1002,18.2,2.28,70818,20.09
2010,어린이사고,1300,2948,20.92,16,12.7,0.54,3641,21.2
2010,노인사고,1300,3829,14.84,260,14.84,6.79,4096,14.95
2010,보행자사고,1300,9334,18.51,396,19.02,4.24,9445,18.56
2010,자전거사고,1300,307,11.53,17,23.29,5.54,311,11.39
2010,야간사고,1300,22331,20.09,597,19.93,2.67,35896,20.67
2010,어린이보행사고,1300,1336,20.24,10,12.66,0.75,1360,20.3
2010,스쿨존내어린이사고,1300,128,17.46,2,22.22,1.56,134,17.63
2010,고령운전사고,1300,1736,13.75,65,11.88,3.74,2673,14.32
2010,고령보행사고,1300,1419,16.13,170,17.6,11.98,1268,16
2010,뺑소니사고,1300,2992,25.51,54,19.93,1.8,4980,26.43
2010,무면허사고,1300,1702,19.18,64,16.54,3.76,2688,20.25
2010,전체,1302,4110,1.84,53,0.98,1.29,6360,1.83
2010,어린이사고,1302,249,1.77,0,0,0,283,1.65
2010,노인사고,1302,299,1.16,15,0.86,5.02,305,1.11
2010,보행자사고,1302,1046,2.07,27,1.3,2.58,1068,2.1
2010,자전거사고,1302,42,1.58,4,5.48,9.52,39,1.43
2010,야간사고,1302,2245,2.02,38,1.27,1.69,3560,2.05
2010,어린이보행사고,1302,132,2,0,0,0,135,2.02
2010,스쿨존내어린이사고,1302,15,2.05,0,0,0,15,1.97
2010,고령운전사고,1302,118,0.93,2,0.37,1.69,160,0.86
2010,고령보행사고,1302,146,1.66,14,1.45,9.59,132,1.67
2010,뺑소니사고,1302,203,1.73,3,1.11,1.48,360,1.91
2010,무면허사고,1302,114,1.28,7,1.81,6.14,174,1.31
2010,전체,1303,2819,1.26,45,0.83,1.6,4573,1.32
2010,어린이사고,1303,159,1.13,1,0.79,0.63,192,1.12
2010,노인사고,1303,225,0.87,10,0.57,4.44,238,0.87
2010,보행자사고,1303,733,1.45,26,1.25,3.55,749,1.47
2010,자전거사고,1303,11,0.41,1,1.37,9.09,11,0.4
2010,야간사고,1303,1541,1.39,26,0.87,1.69,2602,1.5
2010,어린이보행사고,1303,90,1.36,1,1.27,1.11,93,1.39
2010,스쿨존내어린이사고,1303,10,1.36,0,0,0,11,1.45
2010,고령운전사고,1303,97,0.77,1,0.18,1.03,151,0.81
2010,고령보행사고,1303,113,1.28,9,0.93,7.96,105,1.33
2010,뺑소니사고,1303,267,2.28,3,1.11,1.12,455,2.42
2010,무면허사고,1303,103,1.16,0,0,0,170,1.28
2010,전체,1304,1808,0.81,34,0.63,1.88,2830,0.81
2010,어린이사고,1304,134,0.95,1,0.79,0.75,167,0.97
2010,노인사고,1304,163,0.63,13,0.74,7.98,171,0.62
2010,보행자사고,1304,444,0.88,19,0.91,4.28,447,0.88
2010,자전거사고,1304,15,0.56,0,0,0,16,0.59
2010,야간사고,1304,909,0.82,20,0.67,2.2,1452,0.84
2010,어린이보행사고,1304,66,1,1,1.27,1.52,67,1
2010,스쿨존내어린이사고,1304,1,0.14,0,0,0,1,0.13
2010,고령운전사고,1304,70,0.55,2,0.37,2.86,101,0.54
2010,고령보행사고,1304,66,0.75,11,1.14,16.67,55,0.69
2010,뺑소니사고,1304,98,0.84,3,1.11,3.06,176,0.93
2010,무면허사고,1304,59,0.66,2,0.52,3.39,85,0.64
2010,전체,1305,1626,0.73,34,0.63,2.09,2472,0.71
2010,어린이사고,1305,78,0.55,0,0,0,94,0.55
2010,노인사고,1305,126,0.49,7,0.4,5.56,125,0.46
2010,보행자사고,1305,417,0.83,22,1.06,5.28,420,0.83
2010,자전거사고,1305,23,0.86,0,0,0,25,0.92
2010,야간사고,1305,946,0.85,21,0.7,2.22,1510,0.87
2010,어린이보행사고,1305,43,0.65,0,0,0,43,0.64
2010,고령운전사고,1305,53,0.42,1,0.18,1.89,69,0.37
2010,고령보행사고,1305,61,0.69,7,0.72,11.48,55,0.69
2010,뺑소니사고,1305,112,0.95,1,0.37,0.89,201,1.07
2010,무면허사고,1305,69,0.78,1,0.26,1.45,105,0.79
2010,전체,1306,3076,1.38,50,0.92,1.63,4488,1.29
2010,어린이사고,1306,184,1.31,4,3.17,2.17,200,1.16
2010,노인사고,1306,246,0.95,14,0.8,5.69,243,0.89
2010,보행자사고,1306,804,1.59,28,1.34,3.48,817,1.61
2010,자전거사고,1306,32,1.2,1,1.37,3.13,34,1.24
2010,야간사고,1306,1669,1.5,31,1.03,1.86,2531,1.46
2010,어린이보행사고,1306,96,1.45,4,5.06,4.17,93,1.39
2010,스쿨존내어린이사고,1306,11,1.5,1,11.11,9.09,11,1.45
2010,고령운전사고,1306,91,0.72,1,0.18,1.1,137,0.73
2010,고령보행사고,1306,111,1.26,13,1.35,11.71,98,1.24
2010,뺑소니사고,1306,171,1.46,2,0.74,1.17,283,1.5
2010,무면허사고,1306,85,0.96,3,0.78,3.53,139,1.05
2010,전체,1307,2527,1.13,51,0.94,2.02,4072,1.17
2010,어린이사고,1307,153,1.09,0,0,0,181,1.05
2010,노인사고,1307,164,0.64,11,0.63,6.71,168,0.61
2010,보행자사고,1307,475,0.94,15,0.72,3.16,480,0.94
2010,자전거사고,1307,20,0.75,1,1.37,5,20,0.73
2010,야간사고,1307,1394,1.25,30,1,2.15,2272,1.31
2010,어린이보행사고,1307,76,1.15,0,0,0,76,1.13
2010,스쿨존내어린이사고,1307,8,1.09,0,0,0,8,1.05
2010,고령운전사고,1307,61,0.48,2,0.37,3.28,89,0.48
2010,고령보행사고,1307,75,0.85,7,0.72,9.33,68,0.86
2010,뺑소니사고,1307,200,1.71,3,1.11,1.5,352,1.87
2010,무면허사고,1307,95,1.07,4,1.03,4.21,164,1.24
2010,전체,1308,2125,0.95,78,1.44,3.67,3430,0.99
2010,어린이사고,1308,143,1.01,3,2.38,2.1,185,1.08
2010,노인사고,1308,224,0.87,20,1.14,8.93,232,0.85
2010,보행자사고,1308,448,0.89,26,1.25,5.8,440,0.86
2010,자전거사고,1308,10,0.38,1,1.37,10,9,0.33
2010,야간사고,1308,1059,0.95,38,1.27,3.59,1725,0.99
2010,어린이보행사고,1308,60,0.91,1,1.27,1.67,62,0.93
2010,스쿨존내어린이사고,1308,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1308,86,0.68,7,1.28,8.14,129,0.69
2010,고령보행사고,1308,74,0.84,10,1.04,13.51,64,0.81
2010,뺑소니사고,1308,119,1.01,3,1.11,2.52,198,1.05
2010,무면허사고,1308,100,1.13,6,1.55,6,153,1.15
2010,전체,1309,843,0.38,9,0.17,1.07,1221,0.35
2010,어린이사고,1309,46,0.33,0,0,0,51,0.3
2010,노인사고,1309,92,0.36,4,0.23,4.35,92,0.34
2010,보행자사고,1309,264,0.52,2,0.1,0.76,274,0.54
2010,자전거사고,1309,8,0.3,1,1.37,12.5,7,0.26
2010,야간사고,1309,466,0.42,5,0.17,1.07,716,0.41
2010,어린이보행사고,1309,30,0.45,0,0,0,32,0.48
2010,고령운전사고,1309,30,0.24,1,0.18,3.33,42,0.23
2010,고령보행사고,1309,52,0.59,1,0.1,1.92,51,0.64
2010,뺑소니사고,1309,39,0.33,1,0.37,2.56,55,0.29
2010,무면허사고,1309,16,0.18,0,0,0,28,0.21
2010,전체,1310,686,0.31,12,0.22,1.75,1072,0.31
2010,어린이사고,1310,61,0.43,1,0.79,1.64,73,0.42
2010,노인사고,1310,54,0.21,4,0.23,7.41,54,0.2
2010,보행자사고,1310,186,0.37,5,0.24,2.69,189,0.37
2010,자전거사고,1310,13,0.49,1,1.37,7.69,12,0.44
2010,야간사고,1310,367,0.33,7,0.23,1.91,571,0.33
2010,어린이보행사고,1310,32,0.48,1,1.27,3.13,32,0.48
2010,스쿨존내어린이사고,1310,2,0.27,1,11.11,50,1,0.13
2010,고령운전사고,1310,20,0.16,1,0.18,5,41,0.22
2010,고령보행사고,1310,28,0.32,2,0.21,7.14,26,0.33
2010,뺑소니사고,1310,43,0.37,0,0,0,62,0.33
2010,무면허사고,1310,31,0.35,1,0.26,3.23,50,0.38
2010,전체,1311,918,0.41,15,0.28,1.63,1483,0.43
2010,어린이사고,1311,71,0.5,0,0,0,99,0.58
2010,노인사고,1311,65,0.25,3,0.17,4.62,67,0.24
2010,보행자사고,1311,121,0.24,3,0.14,2.48,127,0.25
2010,자전거사고,1311,4,0.15,1,1.37,25,3,0.11
2010,야간사고,1311,385,0.35,7,0.23,1.82,618,0.36
2010,어린이보행사고,1311,28,0.42,0,0,0,28,0.42
2010,스쿨존내어린이사고,1311,1,0.14,0,0,0,1,0.13
2010,고령운전사고,1311,43,0.34,5,0.91,11.63,53,0.28
2010,고령보행사고,1311,16,0.18,0,0,0,16,0.2
2010,뺑소니사고,1311,60,0.51,0,0,0,80,0.42
2010,무면허사고,1311,40,0.45,2,0.52,5,73,0.55
2010,전체,1313,469,0.21,25,0.46,5.33,808,0.23
2010,어린이사고,1313,30,0.21,0,0,0,31,0.18
2010,노인사고,1313,75,0.29,10,0.57,13.33,88,0.32
2010,보행자사고,1313,77,0.15,11,0.53,14.29,68,0.13
2010,자전거사고,1313,2,0.08,0,0,0,2,0.07
2010,야간사고,1313,194,0.17,15,0.5,7.73,285,0.16
2010,어린이보행사고,1313,14,0.21,0,0,0,14,0.21
2010,고령운전사고,1313,45,0.36,4,0.73,8.89,72,0.39
2010,고령보행사고,1313,14,0.16,4,0.41,28.57,10,0.13
2010,뺑소니사고,1313,40,0.34,3,1.11,7.5,59,0.31
2010,무면허사고,1313,23,0.26,0,0,0,40,0.3
2010,전체,1315,2105,0.94,67,1.23,3.18,3498,1.01
2010,어린이사고,1315,159,1.13,0,0,0,226,1.32
2010,노인사고,1315,166,0.64,11,0.63,6.63,180,0.66
2010,보행자사고,1315,353,0.7,20,0.96,5.67,356,0.7
2010,자전거사고,1315,2,0.08,0,0,0,2,0.07
2010,야간사고,1315,981,0.88,32,1.07,3.26,1587,0.91
2010,어린이보행사고,1315,61,0.92,0,0,0,64,0.96
2010,스쿨존내어린이사고,1315,7,0.95,0,0,0,8,1.05
2010,고령운전사고,1315,88,0.7,6,1.1,6.82,131,0.7
2010,고령보행사고,1315,44,0.5,4,0.41,9.09,41,0.52
2010,뺑소니사고,1315,150,1.28,6,2.21,4,234,1.24
2010,무면허사고,1315,90,1.01,5,1.29,5.56,144,1.08
2010,전체,1316,2290,1.02,33,0.61,1.44,3769,1.08
2010,어린이사고,1316,150,1.06,1,0.79,0.67,183,1.07
2010,노인사고,1316,131,0.51,6,0.34,4.58,137,0.5
2010,보행자사고,1316,419,0.83,12,0.58,2.86,427,0.84
2010,자전거사고,1316,13,0.49,0,0,0,14,0.51
2010,야간사고,1316,1254,1.13,24,0.8,1.91,2111,1.22
2010,어린이보행사고,1316,70,1.06,0,0,0,71,1.06
2010,스쿨존내어린이사고,1316,2,0.27,0,0,0,2,0.26
2010,고령운전사고,1316,48,0.38,2,0.37,4.17,71,0.38
2010,고령보행사고,1316,43,0.49,5,0.52,11.63,39,0.49
2010,뺑소니사고,1316,215,1.83,1,0.37,0.47,376,2
2010,무면허사고,1316,93,1.05,3,0.78,3.23,139,1.05
2010,전체,1317,1445,0.65,57,1.05,3.94,2397,0.69
2010,어린이사고,1317,107,0.76,1,0.79,0.93,139,0.81
2010,노인사고,1317,158,0.61,13,0.74,8.23,175,0.64
2010,보행자사고,1317,296,0.59,16,0.77,5.41,298,0.59
2010,자전거사고,1317,4,0.15,2,2.74,50,2,0.07
2010,야간사고,1317,631,0.57,33,1.1,5.23,1011,0.58
2010,어린이보행사고,1317,39,0.59,0,0,0,39,0.58
2010,스쿨존내어린이사고,1317,2,0.27,0,0,0,2,0.26
2010,고령운전사고,1317,64,0.51,4,0.73,6.25,104,0.56
2010,고령보행사고,1317,53,0.6,9,0.93,16.98,44,0.56
2010,뺑소니사고,1317,100,0.85,2,0.74,2,168,0.89
2010,무면허사고,1317,53,0.6,2,0.52,3.77,101,0.76
2010,전체,1318,3436,1.54,59,1.09,1.72,5435,1.56
2010,어린이사고,1318,202,1.43,0,0,0,238,1.39
2010,노인사고,1318,274,1.06,19,1.08,6.93,277,1.01
2010,보행자사고,1318,632,1.25,28,1.34,4.43,637,1.25
2010,자전거사고,1318,21,0.79,1,1.37,4.76,26,0.95
2010,야간사고,1318,1771,1.59,40,1.34,2.26,2820,1.62
2010,어린이보행사고,1318,86,1.3,0,0,0,89,1.33
2010,스쿨존내어린이사고,1318,15,2.05,0,0,0,15,1.97
2010,고령운전사고,1318,147,1.16,1,0.18,0.68,215,1.15
2010,고령보행사고,1318,94,1.07,13,1.35,13.83,84,1.06
2010,뺑소니사고,1318,272,2.32,2,0.74,0.74,451,2.39
2010,무면허사고,1318,119,1.34,0,0,0,195,1.47
2010,전체,1319,948,0.42,31,0.57,3.27,1503,0.43
2010,어린이사고,1319,76,0.54,0,0,0,93,0.54
2010,노인사고,1319,72,0.28,12,0.68,16.67,71,0.26
2010,보행자사고,1319,203,0.4,14,0.67,6.9,206,0.4
2010,자전거사고,1319,6,0.23,0,0,0,6,0.22
2010,야간사고,1319,471,0.42,20,0.67,4.25,740,0.43
2010,어린이보행사고,1319,35,0.53,0,0,0,37,0.55
2010,스쿨존내어린이사고,1319,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1319,32,0.25,1,0.18,3.13,43,0.23
2010,고령보행사고,1319,32,0.36,9,0.93,28.13,25,0.32
2010,뺑소니사고,1319,52,0.44,1,0.37,1.92,104,0.55
2010,무면허사고,1319,28,0.32,1,0.26,3.57,47,0.35
2010,전체,1320,206,0.09,8,0.15,3.88,365,0.1
2010,어린이사고,1320,11,0.08,0,0,0,13,0.08
2010,노인사고,1320,35,0.14,1,0.06,2.86,44,0.16
2010,보행자사고,1320,21,0.04,1,0.05,4.76,20,0.04
2010,야간사고,1320,73,0.07,6,0.2,8.22,111,0.06
2010,어린이보행사고,1320,3,0.05,0,0,0,3,0.04
2010,스쿨존내어린이사고,1320,1,0.14,0,0,0,1,0.13
2010,고령운전사고,1320,17,0.13,0,0,0,35,0.19
2010,고령보행사고,1320,2,0.02,0,0,0,2,0.03
2010,뺑소니사고,1320,9,0.08,3,1.11,33.33,8,0.04
2010,무면허사고,1320,8,0.09,0,0,0,13,0.1
2010,전체,1321,980,0.44,34,0.63,3.47,1655,0.48
2010,어린이사고,1321,64,0.45,0,0,0,88,0.51
2010,노인사고,1321,95,0.37,8,0.46,8.42,145,0.53
2010,보행자사고,1321,162,0.32,10,0.48,6.17,166,0.33
2010,자전거사고,1321,4,0.15,1,1.37,25,4,0.15
2010,야간사고,1321,418,0.38,24,0.8,5.74,686,0.39
2010,어린이보행사고,1321,20,0.3,0,0,0,21,0.31
2010,스쿨존내어린이사고,1321,2,0.27,0,0,0,3,0.39
2010,고령운전사고,1321,60,0.48,4,0.73,6.67,89,0.48
2010,고령보행사고,1321,23,0.26,3,0.31,13.04,20,0.25
2010,뺑소니사고,1321,65,0.55,2,0.74,3.08,105,0.56
2010,무면허사고,1321,47,0.53,1,0.26,2.13,80,0.6
2010,전체,1322,368,0.16,12,0.22,3.26,711,0.2
2010,어린이사고,1322,22,0.16,0,0,0,25,0.15
2010,노인사고,1322,57,0.22,4,0.23,7.02,70,0.26
2010,보행자사고,1322,56,0.11,4,0.19,7.14,54,0.11
2010,자전거사고,1322,4,0.15,0,0,0,4,0.15
2010,야간사고,1322,133,0.12,6,0.2,4.51,225,0.13
2010,어린이보행사고,1322,8,0.12,0,0,0,8,0.12
2010,고령운전사고,1322,33,0.26,1,0.18,3.03,67,0.36
2010,고령보행사고,1322,10,0.11,2,0.21,20,8,0.1
2010,뺑소니사고,1322,15,0.13,1,0.37,6.67,19,0.1
2010,무면허사고,1322,17,0.19,4,1.03,23.53,24,0.18
2010,전체,1323,468,0.21,23,0.42,4.91,814,0.23
2010,어린이사고,1323,36,0.26,0,0,0,43,0.25
2010,노인사고,1323,67,0.26,4,0.23,5.97,87,0.32
2010,보행자사고,1323,81,0.16,6,0.29,7.41,84,0.17
2010,자전거사고,1323,2,0.08,1,1.37,50,1,0.04
2010,야간사고,1323,170,0.15,17,0.57,10,275,0.16
2010,어린이보행사고,1323,17,0.26,0,0,0,18,0.27
2010,스쿨존내어린이사고,1323,3,0.41,0,0,0,3,0.39
2010,고령운전사고,1323,30,0.24,1,0.18,3.33,49,0.26
2010,고령보행사고,1323,19,0.22,2,0.21,10.53,20,0.25
2010,뺑소니사고,1323,28,0.24,0,0,0,39,0.21
2010,무면허사고,1323,24,0.27,2,0.52,8.33,32,0.24
2010,전체,1324,1018,0.46,32,0.59,3.14,1790,0.51
2010,어린이사고,1324,68,0.48,0,0,0,87,0.51
2010,노인사고,1324,112,0.43,4,0.23,3.57,137,0.5
2010,보행자사고,1324,166,0.33,4,0.19,2.41,177,0.35
2010,자전거사고,1324,9,0.34,0,0,0,10,0.37
2010,야간사고,1324,526,0.47,22,0.73,4.18,863,0.5
2010,어린이보행사고,1324,25,0.38,0,0,0,25,0.37
2010,스쿨존내어린이사고,1324,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1324,52,0.41,2,0.37,3.85,109,0.58
2010,고령보행사고,1324,25,0.28,1,0.1,4,27,0.34
2010,뺑소니사고,1324,61,0.52,1,0.37,1.64,116,0.62
2010,무면허사고,1324,79,0.89,4,1.03,5.06,113,0.85
2010,전체,1325,2607,1.17,65,1.2,2.49,4677,1.35
2010,어린이사고,1325,223,1.58,2,1.59,0.9,305,1.78
2010,노인사고,1325,199,0.77,14,0.8,7.04,228,0.83
2010,보행자사고,1325,453,0.9,23,1.1,5.08,456,0.9
2010,자전거사고,1325,17,0.64,0,0,0,17,0.62
2010,야간사고,1325,1351,1.22,38,1.27,2.81,2298,1.32
2010,어린이보행사고,1325,74,1.12,1,1.27,1.35,74,1.1
2010,스쿨존내어린이사고,1325,6,0.82,0,0,0,6,0.79
2010,고령운전사고,1325,108,0.86,2,0.37,1.85,166,0.89
2010,고령보행사고,1325,56,0.64,10,1.04,17.86,46,0.58
2010,뺑소니사고,1325,242,2.06,1,0.37,0.41,383,2.03
2010,무면허사고,1325,110,1.24,4,1.03,3.64,185,1.39
2010,전체,1326,1020,0.46,37,0.68,3.63,1698,0.49
2010,어린이사고,1326,71,0.5,1,0.79,1.41,89,0.52
2010,노인사고,1326,125,0.48,12,0.68,9.6,137,0.5
2010,보행자사고,1326,149,0.3,13,0.62,8.72,139,0.27
2010,자전거사고,1326,5,0.19,0,0,0,6,0.22
2010,야간사고,1326,446,0.4,15,0.5,3.36,719,0.41
2010,어린이보행사고,1326,24,0.36,0,0,0,24,0.36
2010,스쿨존내어린이사고,1326,5,0.68,0,0,0,5,0.66
2010,고령운전사고,1326,55,0.44,3,0.55,5.45,95,0.51
2010,고령보행사고,1326,28,0.32,7,0.72,25,21,0.27
2010,뺑소니사고,1326,50,0.43,1,0.37,2,93,0.49
2010,무면허사고,1326,57,0.64,4,1.03,7.02,85,0.64
2010,전체,1327,1061,0.47,27,0.5,2.54,1659,0.48
2010,어린이사고,1327,66,0.47,0,0,0,84,0.49
2010,노인사고,1327,117,0.45,8,0.46,6.84,125,0.46
2010,보행자사고,1327,216,0.43,12,0.58,5.56,216,0.42
2010,자전거사고,1327,6,0.23,0,0,0,6,0.22
2010,야간사고,1327,480,0.43,18,0.6,3.75,709,0.41
2010,어린이보행사고,1327,29,0.44,0,0,0,30,0.45
2010,스쿨존내어린이사고,1327,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1327,49,0.39,2,0.37,4.08,71,0.38
2010,고령보행사고,1327,35,0.4,5,0.52,14.29,31,0.39
2010,뺑소니사고,1327,55,0.47,2,0.74,3.64,77,0.41
2010,무면허사고,1327,45,0.51,2,0.52,4.44,70,0.53
2010,전체,1330,515,0.23,15,0.28,2.91,758,0.22
2010,어린이사고,1330,32,0.23,0,0,0,32,0.19
2010,노인사고,1330,60,0.23,3,0.17,5,60,0.22
2010,보행자사고,1330,102,0.2,5,0.24,4.9,99,0.19
2010,자전거사고,1330,4,0.15,0,0,0,5,0.18
2010,야간사고,1330,228,0.21,9,0.3,3.95,340,0.2
2010,어린이보행사고,1330,15,0.23,0,0,0,15,0.22
2010,스쿨존내어린이사고,1330,4,0.55,0,0,0,4,0.53
2010,고령운전사고,1330,35,0.28,0,0,0,52,0.28
2010,고령보행사고,1330,15,0.17,2,0.21,13.33,13,0.16
2010,뺑소니사고,1330,22,0.19,3,1.11,13.64,27,0.14
